time,close,MACD_short,MACD_long,MACD,MACD_signal,MACD_sign,DPR,buying_,buying_profit
2021-01-26,35113000.0,36933755.57623464,38211054.43694123,-1277298.86070659,-738553.0081938897,매도,0.9270514309853205,False,1.0
2021-01-27,33487000.0,36242733.67254513,37811049.08079384,-1568315.408248715,-904907.7091913549,매도,0.9536923646512687,False,1.0
2021-01-28,35297000.0,36053220.36598897,37600406.90457876,-1547186.5385897905,-1033612.4261998383,매도,1.0540508256935528,False,1.0
2021-01-29,39554000.0,36754461.4107493,37762516.30390029,-1008054.8931509852,-1028492.9976581051,매수,1.1206051505793693,False,1.0
2021-01-30,37269000.0,36857496.68008481,37721925.760742664,-864429.0806578547,-995639.5436519119,매수,0.9422308742478637,True,0.9422308742478637
2021-01-31,36652000.0,36816356.600906864,37634640.34128364,-818283.740376778,-960133.2192363716,매수,0.9834446859320078,True,0.9834446859320078
2021-02-01,36516000.0,36756237.64958503,37544060.704659924,-787823.0550748929,-925643.8611193767,매수,0.9962894248608535,True,0.9962894248608535
2021-02-02,37274000.0,36859855.79547044,37522342.91480141,-662487.1193309724,-872979.1325242888,매수,1.020758023879943,True,1.020758023879943
2021-02-03,38669000.0,37221868.19847233,37613973.673485644,-392105.4750133157,-776755.6098996097,매수,1.0374255513226378,True,1.0374255513226378
2021-02-04,39414000.0,37660472.477810815,37756981.20599499,-96508.72818417847,-640651.0229769055,매수,1.0192660787711085,True,1.0192660787711085
2021-02-05,40352000.0,38198952.72908097,37962046.977474354,236905.7516066134,-465082.69287965033,매수,1.023798650225808,True,1.023798650225808
2021-02-06,42927000.0,39144807.7412652,38352459.63405723,792348.1072079688,-213531.2263676601,매수,1.0638134417129264,True,1.0638134417129264
