time,open,high,low,close,volume,range,target,larry_profit_rate
2021-01-19,39897000.0,40770000.0,39224000.0,40329000.0,6161.29807697,1236800.0,41695400.0,1.0
2021-01-20,40360000.0,41018000.0,38086000.0,38708000.0,7038.41221691,2345600.0,41596800.0,1.0
2021-01-21,38706000.0,39449000.0,35071000.0,35298000.0,10870.28287206,3502400.0,41051600.0,1.0
2021-01-22,35270000.0,36874000.0,31500000.0,36064000.0,15768.75846266,4299200.0,38772400.0,1.0
2021-01-23,36070000.0,37357000.0,34700000.0,35293000.0,6167.84464123,2125600.0,40369200.0,1.0
2021-01-24,35293000.0,36250000.0,35032000.0,35240000.0,4147.24671745,974400.0,37418600.0,1.0
2021-01-25,35255000.0,38276000.0,34184000.0,37876000.0,7659.12629593,3273600.0,36229400.0,1.0454492760023628
2021-01-26,37874000.0,38002000.0,34754000.0,35113000.0,7784.22415822,2598400.0,41147600.0,1.0
2021-01-27,35100000.0,36400000.0,33103000.0,33487000.0,6361.50116772,2637600.0,37698400.0,1.0
2021-01-28,33489000.0,35509000.0,33329000.0,35297000.0,7309.60625023,1744000.0,36126600.0,1.0
2021-01-29,35283000.0,40949000.0,35051000.0,39554000.0,14723.34815255,4718400.0,37027000.0,1.0682474950711642
2021-01-30,39554000.0,40200000.0,36415000.0,37269000.0,6472.61791175,3028000.0,44272400.0,1.0
2021-01-31,37269000.0,37549000.0,36120000.0,36652000.0,5301.23669408,1143200.0,40297000.0,1.0
2021-02-01,36644000.0,38050000.0,35763000.0,36516000.0,7835.28794905,1829600.0,37787200.0,0.9663589787017827
2021-02-02,36536000.0,38116000.0,36251000.0,37274000.0,5808.17973413,1492000.0,38365600.0,1.0
2021-02-03,37294000.0,39222000.0,37100000.0,38669000.0,7402.88213863,1697600.0,38786000.0,0.9969834476357449
2021-02-04,38669000.0,41242000.0,38104000.0,39414000.0,7739.44545505,2510400.0,40366600.0,0.9764012822481953
2021-02-05,39383000.0,40700000.0,38700000.0,40352000.0,4952.06089325,1600000.0,41893400.0,1.0
2021-02-06,40358000.0,43554000.0,39751000.0,42927000.0,6982.12955253,3042400.0,41958000.0,1.0230945230945232
2021-02-07,42929000.0,43649000.0,41010000.0,41268000.0,5627.51744899,2111200.0,45971400.0,1.0
2021-02-08,41139000.0,47000000.0,40620000.0,45837000.0,9231.851338425,5104000.0,43250200.0,1.0598101280456507
2021-02-09,45812000.0,51000000.0,44573000.0,49534000.0,11597.25513918,5141600.0,50916000.0,0.9728572550868096
2021-02-10,49532000.0,50162000.0,48215000.0,48402000.0,6130.710284835,1557600.0,54673600.0,1.0
2021-02-11,48412000.0,51325000.0,47351000.0,50656000.0,6351.536406195,3179200.0,49969600.0,1.0137363517018347
2021-02-12,50629000.0,52250000.0,50142000.0,50506000.0,5381.10938017,1686400.0,53808200.0,1.0
2021-02-13,50506000.0,51755000.0,50140000.0,50890000.0,4429.72288809,1292000.0,52192400.0,1.0
2021-02-14,50890000.0,53112000.0,50150000.0,51885000.0,5189.82622678,2369600.0,52182000.0,0.9943083822007589
2021-02-15,51885000.0,53020000.0,50739000.0,51732000.0,4695.0939393,1824800.0,54254600.0,1.0
2021-02-16,51732000.0,55200000.0,51710000.0,54293000.0,5827.690026145,2792000.0,53556800.0,1.0137461536163475
2021-02-17,54293000.0,57360000.0,53425000.0,56582000.0,6307.9782925,3148000.0,57085000.0,0.9911885784356661
2021-02-18,56582000.0,58200000.0,56300000.0,58029000.0,4979.27512826,1520000.0,59730000.0,1.0
2021-02-19,58025000.0,59694000.0,57043000.0,59325000.0,4350.68455008,2120800.0,59545000.0,0.9963053153077505
2021-02-20,59320000.0,65571000.0,59260000.0,64588000.0,7468.30117878,5048800.0,61440800.0,1.0512232913633937
2021-02-21,64588000.0,65600000.0,63351000.0,65085000.0,5573.75069521,1799200.0,69636800.0,1.0
2021-02-22,65030000.0,65800000.0,54500000.0,59803000.0,10432.559224975,9040000.0,66829200.0,1.0
2021-02-23,59866000.0,63365000.0,50035000.0,52556000.0,14022.961974355,10664000.0,68906000.0,1.0
2021-02-24,52566000.0,58046000.0,51678000.0,55331000.0,8840.07058408,5094400.0,63230000.0,1.0
2021-02-25,55331000.0,58714000.0,53994000.0,57468000.0,10385.11905413,3776000.0,60425400.0,1.0
2021-02-26,57413000.0,57916000.0,51515000.0,53672000.0,14554.65446271,5120800.0,61189000.0,1.0
2021-02-27,53666000.0,55282000.0,52063000.0,54016000.0,13555.05210486,2575200.0,58786800.0,1.0
2021-02-28,54009000.0,54365000.0,50100000.0,51403000.0,13824.27625432,3412000.0,56584200.0,1.0
2021-03-01,51403000.0,54750000.0,49440000.0,54363000.0,14417.73995979,4248000.0,54815000.0,1.0
2021-03-02,54367000.0,57271000.0,54351000.0,55600000.0,13327.43855134,2336000.0,58615000.0,1.0
2021-03-03,55602000.0,59400000.0,54200000.0,57669000.0,14004.19201716,4160000.0,57938000.0,0.9953571058717939
2021-03-04,57668000.0,58970000.0,56100000.0,56759000.0,8303.49521655,2296000.0,61828000.0,1.0
2021-03-05,56759000.0,57368000.0,54350000.0,55836000.0,11505.02274516,2414400.0,59055000.0,1.0
2021-03-06,55876000.0,57049000.0,54610000.0,55236000.0,8371.24758333,1951200.0,58290400.0,1.0
2021-03-07,55251000.0,58240000.0,54800000.0,57691000.0,9429.02675362,2752000.0,57202200.0,1.0085451258867666
2021-03-08,57695000.0,58940000.0,56910000.0,58137000.0,11308.05574314,1624000.0,60447000.0,1.0
2021-03-09,58156000.0,62366000.0,57963000.0,62203000.0,12227.93278665,3522400.0,59780000.0,1.040531950485112
2021-03-10,62203000.0,64350000.0,60711000.0,64047000.0,5638.63211095,2911200.0,65725400.0,1.0
2021-03-11,64139000.0,65388000.0,62720000.0,65061000.0,5770.14173106,2134400.0,67050200.0,1.0
2021-03-12,65074000.0,66498000.0,64278000.0,65265000.0,4742.43571365,1776000.0,67208400.0,1.0
2021-03-13,65265000.0,69449000.0,65082000.0,68689000.0,4748.199642755,3493600.0,67041000.0,1.0245819722259513
2021-03-14,68670000.0,71200000.0,68280000.0,69209000.0,4268.00586189,2336000.0,72163600.0,1.0
2021-03-15,69215000.0,70088000.0,63200000.0,65171000.0,6334.77805089,5510400.0,71551000.0,1.0
2021-03-16,65100000.0,66166000.0,61730000.0,64220000.0,5745.67679219,3548800.0,70610400.0,1.0
2021-03-17,64208000.0,66250000.0,62480000.0,63521000.0,3916.8299722,3016000.0,67756800.0,1.0
2021-03-18,63518000.0,68851000.0,63250000.0,67305000.0,4702.0691504,4480800.0,66534000.0,1.0115880602398775
2021-03-19,67317000.0,69879000.0,65522000.0,68318000.0,4467.630594555,3485600.0,71797800.0,1.0
2021-03-20,68315000.0,69541000.0,67549000.0,68745000.0,3366.72012716,1593600.0,71800600.0,1.0
2021-03-21,68736000.0,69187000.0,65460000.0,67093000.0,3802.04665622,2981600.0,70329600.0,1.0
2021-03-22,67092000.0,68200000.0,66100000.0,67092000.0,3427.31016514,1680000.0,70073600.0,1.0
2021-03-23,67095000.0,67248000.0,62708000.0,65240000.0,5494.17519368,3632000.0,68775000.0,1.0
